-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  21.4858   Longitude 39.1925 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 123.46 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,T2M,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,RH2M,WS2M
2024,3,29,16,32.54,345.15,282.09,187.4,43.96,6.3
2024,3,29,17,31.23,151.57,181.94,94.44,47.59,5.43
2024,3,29,18,29.83,11.12,0.45,12.17,53.25,4.07
2024,3,29,19,28.94,0.0,0.0,0.0,58.32,2.61
2024,3,29,20,28.15,0.0,0.0,0.0,62.86,1.14
2024,3,29,21,27.59,0.0,0.0,0.0,66.22,0.66
2024,3,29,22,27.19,0.0,0.0,0.0,68.69,0.49
2024,3,29,23,26.86,0.0,0.0,0.0,70.55,0.24
2024,3,30,0,26.61,0.0,0.0,0.0,71.56,0.19
2024,3,30,1,26.3,0.0,0.0,0.0,72.38,0.52
2024,3,30,2,26.02,0.0,0.0,0.0,72.26,0.84
2024,3,30,3,25.84,0.0,0.0,0.0,70.66,1.09
2024,3,30,4,25.7,0.0,0.0,0.0,68.45,1.17
2024,3,30,5,25.58,0.0,0.0,0.0,67.25,1.08
2024,3,30,6,25.75,19.9,0.81,23.4,65.85,0.86
2024,3,30,7,27.22,164.95,77.82,141.37,60.73,1.24
2024,3,30,8,29.02,353.67,179.66,238.39,58.13,2.26
2024,3,30,9,31.04,556.95,271.28,316.07,51.67,2.75
2024,3,30,10,32.98,721.78,348.42,370.66,44.72,3.14
2024,3,30,11,34.2,845.85,456.04,366.07,41.17,3.66
2024,3,30,12,34.71,901.65,656.1,257.79,40.61,4.19
2024,3,30,13,34.63,925.9,718.02,241.57,41.88,4.52
2024,3,30,14,34.14,768.83,588.21,257.58,43.8,4.47
2024,3,30,15,33.48,598.95,539.23,215.4,45.8,4.13
2024,3,30,16,32.61,390.48,441.23,169.24,48.1,3.59
2024,3,30,17,31.51,157.43,211.92,96.62,51.04,2.97
2024,3,30,18,30.34,12.43,1.7,14.4,54.45,2.67
2024,3,30,19,29.4,0.0,0.0,0.0,57.14,3.08
2024,3,30,20,28.55,0.0,0.0,0.0,59.91,3.26
2024,3,30,21,27.76,0.0,0.0,0.0,62.77,3.08
2024,3,30,22,27.06,0.0,0.0,0.0,65.81,2.72
2024,3,30,23,26.56,0.0,0.0,0.0,67.63,2.09
2024,3,31,0,26.06,0.0,0.0,0.0,69.03,1.5
2024,3,31,1,25.62,0.0,0.0,0.0,69.78,1.18
2024,3,31,2,25.3,0.0,0.0,0.0,70.21,1.0
2024,3,31,3,25.07,0.0,0.0,0.0,70.97,0.86
2024,3,31,4,24.92,0.0,0.0,0.0,72.12,0.75
2024,3,31,5,24.79,0.0,0.0,0.0,73.86,0.68
2024,3,31,6,25.09,23.0,18.39,21.26,73.95,0.66
2024,3,31,7,27.21,209.73,377.72,95.99,66.88,0.78
2024,3,31,8,29.5,449.67,589.73,145.15,58.27,1.52
2024,3,31,9,31.4,668.08,680.31,180.14,51.12,2.35
2024,3,31,10,33.01,838.1,727.41,216.17,44.79,3.15
2024,3,31,11,34.17,943.78,734.86,246.75,40.82,3.9
2024,3,31,12,34.76,973.83,766.21,221.04,39.05,4.2
2024,3,31,13,34.92,919.5,693.92,254.61,38.7,4.13
2024,3,31,14,34.68,788.7,622.52,245.64,39.85,3.89
2024,3,31,15,34.15,624.35,617.95,186.64,41.58,3.55
2024,3,31,16,33.26,400.7,499.33,148.59,43.92,3.19
2024,3,31,17,32.01,173.98,318.68,84.75,46.91,2.86
2024,3,31,18,30.63,12.95,1.73,14.03,50.48,2.82
2024,3,31,19,29.61,0.0,0.0,0.0,53.51,2.92
2024,3,31,20,28.83,0.0,0.0,0.0,56.4,2.46
2024,3,31,21,28.28,0.0,0.0,0.0,58.66,1.99
2024,3,31,22,27.93,0.0,0.0,0.0,60.13,1.54
2024,3,31,23,27.64,0.0,0.0,0.0,61.49,1.08
2024,4,1,0,27.37,0.0,0.0,0.0,62.75,0.36
2024,4,1,1,27.25,0.0,0.0,0.0,63.3,0.28
2024,4,1,2,27.15,0.0,0.0,0.0,63.91,0.55
2024,4,1,3,26.75,0.0,0.0,0.0,65.95,0.88
2024,4,1,4,26.41,0.0,0.0,0.0,67.13,1.09
2024,4,1,5,26.24,0.0,0.0,0.0,66.48,1.33
2024,4,1,6,26.65,22.23,10.43,21.56,63.01,1.79
2024,4,1,7,28.81,194.93,268.76,111.66,53.82,2.67
2024,4,1,8,31.0,421.02,465.09,174.16,48.25,3.16
2024,4,1,9,32.55,644.1,571.6,220.66,44.9,3.66
2024,4,1,10,33.81,824.47,681.19,226.81,41.85,3.92
2024,4,1,11,34.76,930.38,720.59,231.18,39.3,4.02
2024,4,1,12,35.38,907.88,534.85,349.08,37.48,4.13
2024,4,1,13,35.57,785.08,444.96,343.09,37.04,4.28
2024,4,1,14,35.26,686.62,404.95,317.33,37.93,4.4
2024,4,1,15,34.56,504.08,321.26,254.95,39.79,4.38
2024,4,1,16,33.4,329.08,278.56,182.36,42.73,4.18
2024,4,1,17,32.09,138.43,110.49,105.63,46.54,3.68
2024,4,1,18,30.87,11.65,0.46,13.53,50.56,2.88
2024,4,1,19,30.18,0.0,0.0,0.0,53.05,2.13
2024,4,1,20,29.83,0.0,0.0,0.0,54.52,1.4
2024,4,1,21,29.59,0.0,0.0,0.0,56.2,1.02
2024,4,1,22,29.31,0.0,0.0,0.0,58.96,1.27
2024,4,1,23,28.8,0.0,0.0,0.0,62.81,1.63
2024,4,2,0,28.27,0.0,0.0,0.0,65.92,2.05
2024,4,2,1,27.62,0.0,0.0,0.0,68.98,2.01
2024,4,2,2,27.0,0.0,0.0,0.0,71.37,1.72
2024,4,2,3,26.51,0.0,0.0,0.0,72.05,1.42
2024,4,2,4,26.19,0.0,0.0,0.0,71.18,1.42
2024,4,2,5,25.93,0.0,0.0,0.0,69.97,1.44
2024,4,2,6,26.18,19.83,3.77,22.47,66.76,1.88
2024,4,2,7,27.92,178.12,155.39,126.63,60.81,3.77
2024,4,2,8,29.48,393.73,306.32,223.69,59.24,4.94
2024,4,2,9,30.76,615.8,453.46,258.33,56.5,5.26
2024,4,2,10,31.69,805.15,586.73,283.41,54.31,5.76
2024,4,2,11,32.57,887.7,583.05,305.27,52.07,6.29
2024,4,2,12,32.97,902.47,555.53,331.46,51.0,6.42
2024,4,2,13,33.0,755.85,523.77,272.26,50.88,6.2
2024,4,2,14,32.86,691.75,459.04,274.9,51.07,5.7
2024,4,2,15,32.33,476.75,379.98,204.47,52.89,5.04
2024,4,2,16,31.59,300.73,285.98,157.83,55.89,4.25
2024,4,2,17,30.61,133.93,135.74,96.6,60.04,3.28
2024,4,2,18,29.51,11.85,0.8,14.29,66.68,1.96
2024,4,2,19,28.8,0.0,0.0,0.0,72.54,1.14
2024,4,2,20,28.37,0.0,0.0,0.0,75.23,0.83
2024,4,2,21,28.0,0.0,0.0,0.0,77.65,0.88
2024,4,2,22,27.5,0.0,0.0,0.0,81.5,1.09
2024,4,2,23,27.02,0.0,0.0,0.0,83.2,1.56
2024,4,3,0,26.47,0.0,0.0,0.0,85.54,1.84
2024,4,3,1,25.97,0.0,0.0,0.0,87.59,1.98
2024,4,3,2,25.54,0.0,0.0,0.0,89.39,1.73
2024,4,3,3,25.21,0.0,0.0,0.0,90.32,1.41
2024,4,3,4,24.93,0.0,0.0,0.0,90.57,1.21
2024,4,3,5,24.68,0.0,0.0,0.0,89.91,1.2
2024,4,3,6,24.94,24.98,16.39,23.42,86.14,1.63
2024,4,3,7,26.71,212.2,347.78,100.22,73.09,3.01
2024,4,3,8,28.6,441.98,512.74,166.31,64.29,3.51
2024,4,3,9,30.21,652.6,579.64,225.09,58.35,3.44
2024,4,3,10,31.5,802.12,549.82,297.63,54.24,3.33
2024,4,3,11,32.5,952.47,747.67,232.46,50.57,3.47
2024,4,3,12,33.18,966.88,714.51,258.43,47.48,3.78
2024,4,3,13,33.49,886.1,616.7,290.97,45.39,3.98
2024,4,3,14,33.36,760.78,608.09,252.35,44.6,3.96
2024,4,3,15,32.94,587.38,587.52,175.45,44.18,3.66
2024,4,3,16,32.36,392.12,518.14,139.34,43.51,3.26
2024,4,3,17,31.45,172.55,315.15,87.49,43.85,2.84
2024,4,3,18,29.16,14.0,13.19,15.42,55.12,1.71
2024,4,3,19,27.7,0.0,0.0,0.0,59.21,1.84
2024,4,3,20,26.78,0.0,0.0,0.0,61.95,1.93
2024,4,3,21,26.03,0.0,0.0,0.0,64.73,1.89
2024,4,3,22,25.44,0.0,0.0,0.0,66.61,1.81
2024,4,3,23,24.97,0.0,0.0,0.0,67.49,1.71
2024,4,4,0,24.63,0.0,0.0,0.0,67.31,1.68
2024,4,4,1,24.39,0.0,0.0,0.0,66.41,1.75
2024,4,4,2,24.18,0.0,0.0,0.0,65.24,1.8
2024,4,4,3,23.95,0.0,0.0,0.0,64.13,1.82
2024,4,4,4,23.72,0.0,0.0,0.0,63.21,1.79
2024,4,4,5,23.5,0.0,0.0,0.0,62.56,1.8
2024,4,4,6,23.95,31.6,75.51,25.81,61.28,1.85
2024,4,4,7,27.52,242.68,550.03,77.37,47.77,3.0
2024,4,4,8,30.71,488.58,713.33,118.73,38.21,2.2
2024,4,4,9,33.18,710.5,808.8,134.7,30.09,1.0
2024,4,4,10,34.5,855.97,723.56,249.23,26.01,1.06
2024,4,4,11,35.33,919.9,488.82,441.46,25.2,2.14
2024,4,4,12,35.82,937.62,778.2,450.86,25.05,3.1
2024,4,4,13,35.97,808.15,327.37,425.32,25.34,3.73
2024,4,4,14,35.76,744.17,433.3,380.5,26.19,3.99
2024,4,4,15,35.21,600.75,436.96,301.94,27.4,3.93
2024,4,4,16,34.31,396.25,374.52,211.78,29.29,3.64
2024,4,4,17,32.89,177.55,278.72,101.59,33.01,3.13
2024,4,4,18,29.99,15.12,8.99,17.49,46.49,1.73
2024,4,4,19,28.45,0.0,0.0,0.0,52.48,1.5
2024,4,4,20,27.6,0.0,0.0,0.0,56.97,1.26
2024,4,4,21,27.02,0.0,0.0,0.0,60.07,1.23
2024,4,4,22,26.47,0.0,0.0,0.0,61.23,1.42
2024,4,4,23,25.98,0.0,0.0,0.0,60.99,1.63
2024,4,5,0,25.53,0.0,0.0,0.0,59.95,1.75
2024,4,5,1,25.18,0.0,0.0,0.0,58.71,1.77
2024,4,5,2,24.96,0.0,0.0,0.0,58.26,1.75
2024,4,5,3,24.66,0.0,0.0,0.0,58.28,1.81
2024,4,5,4,24.42,0.0,0.0,0.0,58.25,1.91
2024,4,5,5,24.28,0.0,0.0,0.0,58.34,2.02
2024,4,5,6,24.87,28.9,24.41,27.18,57.84,2.11
2024,4,5,7,28.23,220.8,355.81,104.33,46.16,3.14
2024,4,5,8,31.21,456.5,536.95,166.43,37.87,2.0
2024,4,5,9,33.68,662.8,600.92,215.72,32.8,0.38
2024,4,5,10,35.12,841.38,698.35,228.01,29.93,1.34
2024,4,5,11,35.97,923.35,630.36,303.44,28.29,2.67
2024,4,5,12,36.42,967.17,712.04,254.28,26.96,3.48
2024,4,5,13,36.57,893.97,598.85,312.79,26.31,3.8
2024,4,5,14,36.46,750.55,532.79,285.26,25.91,3.9
2024,4,5,15,36.05,569.1,495.18,212.25,26.02,3.71
2024,4,5,16,35.26,353.4,369.94,167.37,27.17,3.29
2024,4,5,17,33.9,140.43,161.46,94.2,31.06,2.55
2024,4,5,18,30.73,11.7,1.45,14.02,47.37,1.49
2024,4,5,19,29.28,0.0,0.0,0.0,51.74,1.53
2024,4,5,20,28.61,0.0,0.0,0.0,54.77,1.54
2024,4,5,21,27.97,0.0,0.0,0.0,56.87,1.65
2024,4,5,22,27.2,0.0,0.0,0.0,57.39,1.81
2024,4,5,23,26.88,0.0,0.0,0.0,56.01,1.9
2024,4,6,0,26.69,0.0,0.0,0.0,54.67,1.83
2024,4,6,1,26.61,0.0,0.0,0.0,53.86,1.73
2024,4,6,2,26.53,0.0,0.0,0.0,54.14,1.59
2024,4,6,3,26.4,0.0,0.0,0.0,55.37,1.54
2024,4,6,4,26.06,0.0,0.0,0.0,57.71,1.64
2024,4,6,5,25.86,0.0,0.0,0.0,60.53,1.71
2024,4,6,6,26.27,27.7,12.52,28.61,62.24,1.72
2024,4,6,7,28.85,200.18,234.21,123.51,53.52,2.7
2024,4,6,8,31.57,426.98,400.36,205.54,45.95,2.27
2024,4,6,9,33.53,646.85,537.64,242.03,43.04,2.34
2024,4,6,10,34.92,804.55,550.52,301.09,40.47,2.71
2024,4,6,11,36.0,917.08,637.14,286.05,37.87,3.36
2024,4,6,12,36.56,927.9,581.43,300.19,36.52,3.93
2024,4,6,13,36.71,766.95,450.38,303.5,36.27,4.22
2024,4,6,14,36.49,681.4,411.43,304.41,36.92,4.35
2024,4,6,15,35.88,526.67,367.15,240.77,38.42,4.32
2024,4,6,16,34.86,333.67,308.08,178.49,40.95,4.07
2024,4,6,17,33.46,144.85,126.25,106.66,44.62,3.57
2024,4,6,18,31.7,13.1,1.73,15.68,50.53,2.53
2024,4,6,19,30.4,0.0,0.0,0.0,55.41,1.82
2024,4,6,20,29.55,0.0,0.0,0.0,58.89,1.29
2024,4,6,21,28.88,0.0,0.0,0.0,62.14,0.99
2024,4,6,22,28.4,0.0,0.0,0.0,63.35,0.91
2024,4,6,23,28.0,0.0,0.0,0.0,64.56,0.92
2024,4,7,0,27.65,0.0,0.0,0.0,64.97,0.95
2024,4,7,1,27.3,0.0,0.0,0.0,65.5,1.0
2024,4,7,2,27.03,0.0,0.0,0.0,65.91,1.07
2024,4,7,3,26.81,0.0,0.0,0.0,66.27,1.08
2024,4,7,4,26.66,0.0,0.0,0.0,66.6,1.03
2024,4,7,5,26.63,0.0,0.0,0.0,66.8,0.89
2024,4,7,6,27.16,29.4,15.53,29.97,66.62,0.57
2024,4,7,7,29.13,186.77,162.77,139.96,57.57,0.56
2024,4,7,8,30.94,388.02,255.04,243.57,49.98,1.82
2024,4,7,9,32.41,558.92,330.11,300.15,45.28,2.33
2024,4,7,10,33.65,674.67,234.85,416.41,42.41,2.87
2024,4,7,11,34.53,696.88,369.63,448.22,40.82,3.46
2024,4,7,12,35.09,796.05,334.44,529.17,39.37,4.01
2024,4,7,13,35.28,738.42,372.57,365.06,38.49,4.45
2024,4,7,14,35.04,656.1,283.2,389.56,38.52,4.68
2024,4,7,15,34.48,489.4,179.93,317.1,39.23,4.6
2024,4,7,16,33.53,313.6,119.93,236.75,40.82,4.2
2024,4,7,17,32.23,137.9,32.19,119.76,43.41,3.69
2024,4,7,18,30.87,13.5,0.0,15.92,46.38,3.66
2024,4,7,19,29.79,0.0,0.0,0.0,48.28,4.29
2024,4,7,20,29.0,0.0,0.0,0.0,49.22,4.71
2024,4,7,21,28.43,0.0,0.0,0.0,50.19,4.57
2024,4,7,22,28.06,0.0,0.0,0.0,51.11,3.99
2024,4,7,23,27.78,0.0,0.0,0.0,52.14,3.26
2024,4,8,0,27.43,0.0,0.0,0.0,53.79,2.7
2024,4,8,1,27.05,0.0,0.0,0.0,55.56,2.6
2024,4,8,2,26.67,0.0,0.0,0.0,57.34,2.8
2024,4,8,3,26.27,0.0,0.0,0.0,59.36,3.16
2024,4,8,4,25.91,0.0,0.0,0.0,61.08,3.53
2024,4,8,5,25.54,0.0,0.0,0.0,62.32,3.64
2024,4,8,6,25.46,27.25,8.02,27.31,62.32,3.98
2024,4,8,7,26.83,156.57,108.87,126.38,54.97,4.39
2024,4,8,8,29.0,320.4,180.44,218.01,43.35,4.01
2024,4,8,9,31.29,469.02,273.64,310.24,35.39,3.25
2024,4,8,10,32.81,581.53,384.2,397.65,33.57,3.05
2024,4,8,11,33.86,624.15,249.11,456.29,32.06,3.29
2024,4,8,12,34.56,618.1,313.12,367.93,30.67,3.85
2024,4,8,13,34.75,581.08,228.01,350.08,29.88,4.64
2024,4,8,14,34.27,441.9,208.71,323.96,30.06,5.39
2024,4,8,15,33.22,340.67,200.97,256.37,31.47,5.61
2024,4,8,16,31.79,237.7,75.28,191.07,33.68,5.58
2024,4,8,17,30.22,104.6,10.82,90.34,36.15,5.29
2024,4,8,18,28.76,9.68,0.0,9.95,38.54,4.97
2024,4,8,19,27.81,0.0,0.0,0.0,40.53,4.8
2024,4,8,20,27.24,0.0,0.0,0.0,42.26,4.49
2024,4,8,21,26.8,0.0,0.0,0.0,43.87,4.21
2024,4,8,22,26.36,0.0,0.0,0.0,45.66,3.88
2024,4,8,23,25.9,0.0,0.0,0.0,47.29,3.62
2024,4,9,0,25.57,0.0,0.0,0.0,48.11,3.63
2024,4,9,1,25.32,0.0,0.0,0.0,48.34,3.68
2024,4,9,2,25.09,0.0,0.0,0.0,48.16,3.65
2024,4,9,3,24.78,0.0,0.0,0.0,47.7,3.41
2024,4,9,4,24.45,0.0,0.0,0.0,47.02,3.18
2024,4,9,5,24.21,0.0,0.0,0.0,45.94,3.22
2024,4,9,6,24.59,26.3,3.3,26.81,43.13,3.82
2024,4,9,7,26.48,164.93,29.23,139.95,36.55,5.11
2024,4,9,8,29.3,337.98,51.7,282.46,26.98,5.5
2024,4,9,9,31.61,537.17,270.52,327.81,20.67,5.17
2024,4,9,10,33.36,766.6,337.8,413.28,18.76,4.65
2024,4,9,11,34.61,760.55,396.57,374.81,17.37,4.63
2024,4,9,12,35.36,649.05,686.34,392.68,16.66,4.77
2024,4,9,13,35.52,812.3,246.07,542.31,17.16,5.06
2024,4,9,14,35.15,750.58,542.27,301.65,18.63,5.4
2024,4,9,15,34.4,585.83,460.56,260.28,20.47,5.49
2024,4,9,16,33.29,370.23,289.06,222.12,22.65,5.24
2024,4,9,17,31.84,157.12,117.13,125.02,25.49,4.81
2024,4,9,18,29.79,14.68,1.16,17.53,30.55,3.96
2024,4,9,19,28.11,0.0,0.0,0.0,36.8,3.73
2024,4,9,20,27.1,0.0,0.0,0.0,41.57,3.92
2024,4,9,21,26.3,0.0,0.0,0.0,44.79,3.87
2024,4,9,22,25.57,0.0,0.0,0.0,46.19,3.47
2024,4,9,23,24.91,0.0,0.0,0.0,45.72,3.07
2024,4,10,0,24.38,0.0,0.0,0.0,44.11,2.74
2024,4,10,1,24.0,0.0,0.0,0.0,42.24,2.45
2024,4,10,2,23.72,0.0,0.0,0.0,40.63,2.19
2024,4,10,3,23.51,0.0,0.0,0.0,40.15,1.95
2024,4,10,4,23.4,0.0,0.0,0.0,40.69,1.73
2024,4,10,5,23.37,0.0,0.0,0.0,42.1,1.5
2024,4,10,6,24.03,40.88,70.08,32.0,43.78,1.26
2024,4,10,7,27.66,259.7,531.81,89.78,37.39,1.81
2024,4,10,8,30.83,507.55,705.69,125.94,24.38,2.93
2024,4,10,9,32.94,731.88,832.2,128.06,18.98,3.18
2024,4,10,10,34.33,905.9,871.62,150.87,17.29,3.1
2024,4,10,11,35.31,1010.2,892.34,160.63,16.92,3.7
2024,4,10,12,35.79,1029.03,847.82,186.59,17.41,4.73
2024,4,10,13,35.79,984.1,837.99,190.16,18.62,5.55
2024,4,10,14,35.27,866.4,826.19,166.44,20.74,6.04
2024,4,10,15,34.2,685.95,797.12,132.88,23.67,6.34
2024,4,10,16,32.2,457.2,680.35,119.39,28.62,6.62
2024,4,10,17,30.29,209.75,470.88,79.83,34.24,6.55
2024,4,10,18,28.6,19.08,29.41,17.28,39.94,6.19
2024,4,10,19,27.25,0.0,0.0,0.0,47.18,5.97
2024,4,10,20,26.09,0.0,0.0,0.0,55.27,5.34
2024,4,10,21,25.25,0.0,0.0,0.0,61.79,4.69
2024,4,10,22,24.61,0.0,0.0,0.0,66.19,4.22
2024,4,10,23,24.02,0.0,0.0,0.0,68.88,3.82
2024,4,11,0,23.45,0.0,0.0,0.0,69.18,3.51
2024,4,11,1,22.93,0.0,0.0,0.0,66.95,3.29
2024,4,11,2,22.48,0.0,0.0,0.0,62.8,3.07
2024,4,11,3,22.09,0.0,0.0,0.0,57.57,2.89
2024,4,11,4,21.74,0.0,0.0,0.0,52.74,2.76
2024,4,11,5,21.45,0.0,0.0,0.0,49.24,2.67
2024,4,11,6,22.16,48.33,165.64,30.48,44.74,2.62
2024,4,11,7,25.71,278.9,628.09,76.6,35.3,4.12
2024,4,11,8,28.57,530.8,795.28,103.67,27.87,4.5
2024,4,11,9,30.82,753.92,883.31,115.54,22.06,4.21
2024,4,11,10,32.64,922.75,908.31,140.18,19.38,4.11
2024,4,11,11,33.93,1024.62,908.15,155.55,18.5,4.29
2024,4,11,12,34.67,1036.65,874.69,189.78,18.52,4.72
2024,4,11,13,34.91,986.35,801.87,216.22,19.23,5.21
2024,4,11,14,34.66,861.58,758.84,207.79,20.46,5.73
2024,4,11,15,33.87,673.65,715.39,175.37,22.19,6.22
2024,4,11,16,32.57,441.38,598.18,145.44,24.44,6.55
2024,4,11,17,30.7,202.88,392.6,92.17,27.95,6.71
2024,4,11,18,28.4,17.73,16.62,18.73,33.68,6.39
2024,4,11,19,26.63,0.0,0.0,0.0,41.65,6.0
2024,4,11,20,25.63,0.0,0.0,0.0,48.92,5.45
2024,4,11,21,24.96,0.0,0.0,0.0,53.88,4.79
2024,4,11,22,24.33,0.0,0.0,0.0,56.87,4.06
2024,4,11,23,23.65,0.0,0.0,0.0,58.4,3.32
2024,4,12,0,23.02,0.0,0.0,0.0,58.55,2.83
2024,4,12,1,22.49,0.0,0.0,0.0,57.35,2.6
2024,4,12,2,22.07,0.0,0.0,0.0,55.12,2.5
2024,4,12,3,21.7,0.0,0.0,0.0,52.52,2.4
2024,4,12,4,21.37,0.0,0.0,0.0,50.24,2.28
2024,4,12,5,21.11,0.0,0.0,0.0,48.72,2.14
2024,4,12,6,21.91,46.58,119.36,34.72,45.38,2.02
2024,4,12,7,25.37,271.9,559.84,87.16,37.55,3.3
2024,4,12,8,28.32,522.0,765.1,109.48,30.18,3.32
2024,4,12,9,30.9,744.25,864.51,112.69,23.71,3.05
2024,4,12,10,32.95,914.92,914.98,122.1,19.97,3.12
2024,4,12,11,34.44,1017.03,918.24,139.37,18.57,3.66
2024,4,12,12,35.16,1007.72,777.95,228.31,19.04,4.4
2024,4,12,13,35.31,856.47,800.54,311.88,20.67,4.98
2024,4,12,14,34.91,799.25,589.84,299.76,22.93,5.32
2024,4,12,15,34.08,638.9,578.32,219.67,25.63,5.45
2024,4,12,16,32.87,400.52,411.58,198.69,28.72,5.52
2024,4,12,17,31.19,177.85,209.47,118.27,33.02,5.46
2024,4,12,18,29.01,16.05,2.17,19.0,40.43,5.08
2024,4,12,19,27.31,0.0,0.0,0.0,49.26,4.79
2024,4,12,20,26.24,0.0,0.0,0.0,56.09,4.33
2024,4,12,21,25.47,0.0,0.0,0.0,61.33,3.56
2024,4,12,22,24.81,0.0,0.0,0.0,64.74,2.74
2024,4,12,23,24.13,0.0,0.0,0.0,66.93,2.22
2024,4,13,0,23.69,0.0,0.0,0.0,66.59,1.98
2024,4,13,1,23.34,0.0,0.0,0.0,64.95,1.8
2024,4,13,2,22.98,0.0,0.0,0.0,63.32,1.65
2024,4,13,3,22.65,0.0,0.0,0.0,62.18,1.66
2024,4,13,4,22.33,0.0,0.0,0.0,62.36,1.78
2024,4,13,5,21.85,0.0,0.0,0.0,64.36,1.89
2024,4,13,6,22.38,47.03,117.55,32.56,62.46,1.9
2024,4,13,7,25.33,265.85,532.85,90.5,52.77,3.05
2024,4,13,8,28.02,514.17,704.19,126.2,40.86,2.92
2024,4,13,9,30.32,737.47,819.96,134.99,32.2,3.03
2024,4,13,10,32.1,906.62,866.61,150.18,27.7,3.47
2024,4,13,11,33.38,1010.1,910.47,148.65,25.68,4.11
2024,4,13,12,34.1,1026.43,828.73,198.91,25.03,4.62
2024,4,13,13,34.31,978.17,818.78,199.09,25.16,4.98
2024,4,13,14,34.05,860.15,812.66,167.69,25.96,5.41
2024,4,13,15,33.3,676.65,746.82,153.98,27.38,5.72
2024,4,13,16,32.15,447.9,637.09,126.34,29.31,5.74
2024,4,13,17,30.56,205.75,440.0,81.9,32.67,5.53
2024,4,13,18,28.52,19.48,26.91,17.92,38.74,4.83
2024,4,13,19,26.82,0.0,0.0,0.0,47.42,4.81
2024,4,13,20,25.71,0.0,0.0,0.0,55.91,4.5
2024,4,13,21,24.91,0.0,0.0,0.0,62.9,3.87
2024,4,13,22,24.17,0.0,0.0,0.0,68.2,3.22
2024,4,13,23,23.51,0.0,0.0,0.0,72.09,2.75
2024,4,14,0,23.07,0.0,0.0,0.0,73.92,2.31
2024,4,14,1,22.64,0.0,0.0,0.0,74.51,2.0
2024,4,14,2,22.12,0.0,0.0,0.0,74.87,1.84
2024,4,14,3,21.61,0.0,0.0,0.0,74.8,1.72
2024,4,14,4,21.33,0.0,0.0,0.0,73.14,1.64
2024,4,14,5,21.24,0.0,0.0,0.0,70.57,1.58
2024,4,14,6,22.09,52.12,163.51,32.95,65.01,1.41
2024,4,14,7,24.9,278.12,578.57,87.31,53.91,2.42
2024,4,14,8,27.46,526.58,740.43,116.61,42.22,2.71
2024,4,14,9,29.62,748.08,850.47,124.81,33.44,2.61
2024,4,14,10,31.37,915.33,898.25,136.64,28.19,2.77
2024,4,14,11,32.77,1017.08,948.01,128.29,25.07,3.38
2024,4,14,12,33.67,1035.93,895.65,153.23,24.01,4.12
2024,4,14,13,34.03,997.38,882.53,166.04,24.05,4.51
2024,4,14,14,33.1,866.35,856.93,143.74,25.88,4.78
2024,4,14,15,32.06,682.5,791.7,133.99,28.62,5.12
2024,4,14,16,31.01,455.1,690.83,117.22,32.1,5.22
2024,4,14,17,29.86,208.9,478.92,81.51,36.28,5.06
2024,4,14,18,27.86,20.35,42.28,20.57,43.99,4.52
2024,4,14,19,26.09,0.0,0.0,0.0,54.63,4.26
2024,4,14,20,25.03,0.0,0.0,0.0,63.53,3.82
2024,4,14,21,24.24,0.0,0.0,0.0,70.01,3.11
2024,4,14,22,23.45,0.0,0.0,0.0,74.73,2.42
2024,4,14,23,22.75,0.0,0.0,0.0,77.77,2.13
2024,4,15,0,22.16,0.0,0.0,0.0,79.04,2.03
2024,4,15,1,21.68,0.0,0.0,0.0,78.11,1.88
2024,4,15,2,21.26,0.0,0.0,0.0,75.32,1.7
2024,4,15,3,20.97,0.0,0.0,0.0,71.48,1.54
2024,4,15,4,20.85,0.0,0.0,0.0,67.03,1.48
2024,4,15,5,20.87,0.0,0.0,0.0,62.82,1.46
2024,4,15,6,21.65,48.28,125.74,38.71,56.61,1.27
2024,4,15,7,24.71,266.6,475.75,116.29,46.06,2.06
2024,4,15,8,27.54,523.1,733.9,170.77,38.46,2.4
2024,4,15,9,29.73,752.75,834.9,137.73,31.87,2.64
2024,4,15,10,31.56,915.95,842.0,180.73,27.85,3.26
2024,4,15,11,32.88,1021.62,929.96,136.21,26.28,4.15
2024,4,15,12,33.49,1034.22,790.12,256.11,26.31,4.93
2024,4,15,13,33.5,988.85,843.31,208.25,26.95,5.55
2024,4,15,14,33.04,871.62,868.1,162.91,27.99,6.01
